,address
7008,"Респ. Татарстан, г. Казань, ул. Белинского, д. 4А"
7009,"Респ. Татарстан, г. Казань, ул. Белинского, д. 5"
7010,"Респ. Татарстан, г. Казань, ул. Белинского, д. 6"
7011,"Респ. Татарстан, г. Казань, ул. Белинского, д. 7"
7012,"Респ. Татарстан, г. Казань, ул. Белинского, д. 8"
7013,"Респ. Татарстан, г. Казань, ул. Белинского, д. 8А"
7014,"Респ. Татарстан, г. Казань, ул. Белинского, д. 10"
7015,"Респ. Татарстан, г. Казань, ул. Белинского, д. 11"
7016,"Респ. Татарстан, г. Казань, ул. Белинского, д. 12/8"
7017,"Респ. Татарстан, г. Казань, ул. Белинского, д. 13"
7018,"Респ. Татарстан, г. Казань, ул. Белинского, д. 15"
7019,"Респ. Татарстан, г. Казань, ул. Белинского, д. 17"
7020,"Респ. Татарстан, г. Казань, ул. Белинского, д. 19"
7021,"Респ. Татарстан, г. Казань, ул. Белинского, д. 21"
7022,"Респ. Татарстан, г. Казань, ул. Белинского, д. 21А"
7023,"Респ. Татарстан, г. Казань, ул. Белинского, д. 23"
7024,"Респ. Татарстан, г. Казань, ул. Белинского, д. 25"
7025,"Респ. Татарстан, г. Казань, ул. Белинского, д. 27"
7026,"Респ. Татарстан, г. Казань, ул. Белинского, д. 29"
7027,"Респ. Татарстан, г. Казань, ул. Белинского, д. 29А"
7028,"Респ. Татарстан, г. Казань, ул. Белинского, д. 29Б"
7029,"Респ. Татарстан, г. Казань, ул. Белинского, д. 29Б-2"
7030,"Респ. Татарстан, г. Казань, ул. Белинского, д. 29 Б, к. 2"
7031,"Респ. Татарстан, г. Казань, ул. Белинского, д. 29Б, к. 2"
7032,"Респ. Татарстан, г. Казань, ул. Белинского, д. 31"
7033,"Респ. Татарстан, г. Казань, ул. Белинского, д. 33"
7034,"Респ. Татарстан, г. Казань, ул. Белинского, д. 35"
7035,"Респ. Татарстан, г. Казань, ул. Белинского, д. 37"
7036,"Респ. Татарстан, г. Казань, ул. Белинского, д. 38"
7037,"Респ. Татарстан, г. Казань, ул. Белинского, д. 39"
7038,"Респ. Татарстан, г. Казань, ул. Белинского, д. 41"
7039,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 5"
7040,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 6"
7041,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 8/18"
7042,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 10/19"
7043,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 11 "
7044,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 11"
7045,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 13"
7046,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 17/37"
7047,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 18А"
7048,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 33А"
7049,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 35А"
7050,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 45"
7051,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 69"
7052,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 71А"
7053,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 73"
7054,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 77"
7055,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 79"
7056,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 81"
7057,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 83"
7058,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 106"
7059,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 236"
7060,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 238"
7061,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 240"
7062,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 242"
7063,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 244"
7064,"Респ. Татарстан, г. Казань, ул. Беломорская, д. 246"
7065,"Респ. Татарстан, г. Казань, ул. Березовая, д. 67"
7066,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 6"
7067,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 29"
7068,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 30"
7069,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 31"
7070,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 32"
7071,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 33"
7072,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 34"
7073,"Респ. Татарстан, г. Казань, ул. Березовая (Лесной городок), д. 36"
7074,"Респ. Татарстан, г. Казань, ул. Бехтерева, д. 9а"
7075,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 1А"
7076,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 2"
7077,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 3"
7078,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 4"
7079,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 5"
7080,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 7"
7081,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 8"
7082,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 9"
7083,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 12"
7084,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 15"
7085,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 15А"
7086,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 16"
7087,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 17"
7088,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 18"
7089,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 19"
7090,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 20"
7091,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 21"
7092,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 23"
7093,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 25 "
7094,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 25"
7095,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 27"
7096,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 31"
7097,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 33"
7098,"Респ. Татарстан, г. Казань, ул. Бирюзовая, д. 37"
7099,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 2"
7100,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 4"
7101,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 6"
7102,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 9"
7103,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 79"
7104,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 81"
7105,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 82"
7106,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 83"
7107,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 84"
7108,"Респ. Татарстан, г. Казань, ул. Блюхера, д. 85"
7109,"Респ. Татарстан, г. Казань, ул. Богатырева, д. 1"
7110,"Респ. Татарстан, г. Казань, ул. Богатырева, д. 2/5"
7111,"Респ. Татарстан, г. Казань, ул. Богатырева, д. 4/2"
7112,"Респ. Татарстан, г. Казань, ул. Боевая, д. 145А"
7113,"Респ. Татарстан, г. Казань, ул. Боевая, д. 147А"
7114,"Респ. Татарстан, г. Казань, ул. Боевая, д. 161"
7115,"Респ. Татарстан, г. Казань, ул. Боевая, д. 163"
7116,"Респ. Татарстан, г. Казань, ул. Бойничная, д. 3"
7117,"Респ. Татарстан, г. Казань, ул. Бойничная, д. 3А"
7118,"Респ. Татарстан, г. Казань, ул. Бойничная, д. 5"
7119,"Респ. Татарстан, г. Казань, ул. Бойничная, д. 6"
7120,"Респ. Татарстан, г. Казань, ул. Бойничная, д. 8"
7121,"Респ. Татарстан, г. Казань, ул. Бойничная, д. 10"
7122,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 1"
7123,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 3"
7124,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 5"
7125,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 7"
7126,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 9"
7127,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 11/1"
7128,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 13а"
7129,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 17А"
7130,"Респ. Татарстан, г. Казань, ул. Болотникова, д. 29А"
7131,"Респ. Татарстан, г. Казань, ул. Большая, д. 2"
7132,"Респ. Татарстан, г. Казань, ул. Большая, д. 4"
7133,"Респ. Татарстан, г. Казань, ул. Большая, д. 70"
7134,"Респ. Татарстан, г. Казань, ул. Большая, д. 80"
7135,"Респ. Татарстан, г. Казань, ул. Большая, д. 98"
7136,"Респ. Татарстан, г. Казань, ул. Большая, д. 108"
7137,"Респ. Татарстан, г. Казань, ул. Большая, д. 108А"
7138,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 1А"
7139,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 1 А"
7140,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 1Б"
7141,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 1 Б"
7142,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 3"
7143,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 7/9"
7144,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 8"
7145,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 13"
7146,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 14"
7147,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 14/17"
7148,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 16"
7149,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 17/10"
7150,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 18"
7151,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 22"
7152,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 22А"
7153,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 22 А"
7154,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 29"
7155,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 29 А"
7156,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 29А"
7157,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 32/15"
7158,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 36 А"
7159,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 36А"
7160,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 41"
7161,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 48"
7162,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 54"
7163,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 57 А"
7164,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 57А"
7165,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 57 Б"
7166,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 57Б"
7167,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 58А"
7168,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 58 , к. А"
7169,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 58Б"
7170,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 58Д"
7171,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 58 (л.Б,л.В,л.Д)"
7172,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 59"
7173,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 61"
7174,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 63"
7175,"Респ. Татарстан, г. Казань, ул. Большая Красная, д. 65"
7176,"Респ. Татарстан, г. Казань, ул. Большая Шоссейная, д. 6"
7177,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 3Б"
7178,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 4"
7179,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 5"
7180,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 6"
7181,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 6А"
7182,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 7"
7183,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 8"
7184,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 9"
7185,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 14"
7186,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 15"
7187,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 15А"
7188,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 15Б"
7189,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 16"
7190,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 17"
7191,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 19"
7192,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 20"
7193,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 22"
7194,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 23"
7195,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 24"
7196,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 25"
7197,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 27"
7198,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 28"
7199,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 29"
7200,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 30"
7201,"Респ. Татарстан, г. Казань, ул. Бондаренко, д. 33"
7202,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 9"
7203,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 10А"
7204,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 11"
7205,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 13"
7206,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 14"
7207,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 15"
7208,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 16"
7209,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 17"
7210,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 20"
7211,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 23/31, к. 1"
7212,"Респ. Татарстан, г. Казань, ул. Ботаническая, д. 23/31, к. 2"
7213,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 6"
7214,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 6а"
7215,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 8"
7216,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 10"
7217,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 16"
7218,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 18"
7219,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 21"
7220,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 22/7"
7221,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 24"
7222,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 28"
7223,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 30"
7224,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 32"
7225,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 34"
7226,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 36"
7227,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 38"
7228,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 40"
7229,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 40А"
7230,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 42"
7231,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 44"
7232,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 46"
7233,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 48"
7234,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 50"
7235,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 54"
7236,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 56"
7237,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 60"
7238,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 62"
7239,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 64"
7240,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 66"
7241,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 70"
7242,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 74"
7243,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 76"
7244,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 78"
7245,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 80"
7246,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 82"
7247,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 82а"
7248,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 84"
7249,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 86"
7250,"Респ. Татарстан, г. Казань, ул. Братьев Касимовых, д. 88"
7251,"Респ. Татарстан, г. Казань, ул. Брусничная (Лесной городок), д. 1"
7252,"Респ. Татарстан, г. Казань, ул. Брусничная (Лесной городок), д. 28"
7253,"Респ. Татарстан, г. Казань, ул. Брусничная (Лесной городок), д. 30"
7254,"Респ. Татарстан, г. Казань, ул. Брусничная (Лесной городок), д. 32"
7255,"Респ. Татарстан, г. Казань, ул. Брусничная (Лесной городок), д. 34"
7256,"Респ. Татарстан, г. Казань, ул. Бурхана Шахиди, д. 1/15"
7257,"Респ. Татарстан, г. Казань, ул. Бурхана Шахиди, д. 1/15"
7258,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 20"
7259,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 21"
7260,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 21А"
7261,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 29"
7262,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 31"
7263,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 34 А"
7264,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 34А"
7265,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 35/15"
7266,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 45"
7267,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 56"
7268,"Респ. Татарстан, г. Казань, ул. Бутлерова, д. 60"
7269,"Респ. Татарстан, г. Казань, ул. Вагонная, д. 6"
7270,"Респ. Татарстан, г. Казань, ул. Вагонная, д. 8"
7271,"Респ. Татарстан, г. Казань, ул. Вагонная, д. 10"
7272,"Респ. Татарстан, г. Казань, ул. Вагонная, д. 12"
7273,"Респ. Татарстан, г. Казань, ул. Варшавская, д. 19"
7274,"Респ. Татарстан, г. Казань, ул. Васильченко, д. 63"
7275,"Респ. Татарстан, г. Казань, ул. Ватутина, д. 1"
7276,"Респ. Татарстан, г. Казань, ул. Ватутина, д. 14"
7277,"Респ. Татарстан, г. Казань, ул. Вербная, д. 1"
7278,"Респ. Татарстан, г. Казань, ул. Вербная, д. 1А"
7279,"Респ. Татарстан, г. Казань, ул. Виктора Сажинова, д. 3"
7280,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 3"
7281,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 8/35"
7282,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 10"
7283,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 11"
7284,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 11А"
7285,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 12"
7286,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 14"
7287,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 22"
7288,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 29/48"
7289,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49А"
7290,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49, лит. А"
7291,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49 Б"
7292,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49Б"
7293,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49(л.1)"
7294,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49 (л.1)"
7295,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49 (л.А)"
7296,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 49(л.А)"
7297,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 51"
7298,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 53/70, к. Л1"
7299,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 55"
7300,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 57"
7301,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 59"
7302,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 59 лА1"
7303,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 59лА1"
7304,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 61"
7305,"Респ. Татарстан, г. Казань, ул. Вишневского, д. 61 (л.А, л.А1,л.А2)"
7306,"Респ. Татарстан, г. Казань, ул. Владимира Кулагина, д. 4"
7307,"Респ. Татарстан, г. Казань, ул. Владимира Кулагина, д. 5"
7308,"Респ. Татарстан, г. Казань, ул. Владимира Кулагина, д. 6"
7309,"Респ. Татарстан, г. Казань, ул. Владимира Кулагина, д. 6А"
7310,"Респ. Татарстан, г. Казань, ул. Владимира Кулагина, д. 8"
7311,"Респ. Татарстан, г. Казань, ул. Владимира Кулагина, д. 8А"
7312,"Респ. Татарстан, г. Казань, ул. Водников (Новое Аракчино), д. 49"
7313,"Респ. Татарстан, г. Казань, ул. Водников (Новое Аракчино), д. 56"
7314,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 1"
7315,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 2"
7316,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 3"
7317,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 4"
7318,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 5"
7319,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 6"
7320,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 7"
7321,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 8"
7322,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 9"
7323,"Респ. Татарстан, г. Казань, ул. Водстрой (Киндери), д. 10"
7324,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 20"
7325,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 21 "
7326,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 21"
7327,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 22 "
7328,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 22"
7329,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 23 "
7330,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 23"
7331,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 24"
7332,"Респ. Татарстан, г. Казань, городок. Военный 108-й, д. 25"
7333,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 2/11"
7334,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 2/133"
7335,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 44"
7336,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 84"
7337,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 89"
7338,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 110"
7339,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 117"
7340,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 118"
7341,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 142/1"
7342,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 142, к. 1"
7343,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 142/6"
7344,"Респ. Татарстан, г. Казань, городок. Военный 2, д. 142, к. 6"
7345,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 3"
7346,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 3, лит. А"
7347,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 33"
7348,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 78"
7349,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 105"
7350,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 173"
7351,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 175"
7352,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 179"
7353,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 181"
7354,"Респ. Татарстан, г. Казань, городок. Военный 32, д. 182"
7355,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 1"
7356,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 2"
7357,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 4"
7358,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 5, к. 1"
7359,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 5, к. 2"
7360,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 5, к. 3"
7361,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 6"
7362,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 8"
7363,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 10"
7364,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 12"
7365,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 14"
7366,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 191"
7367,"Респ. Татарстан, г. Казань, городок. Военный 33, д. 191, к. общ"
7368,"Респ. Татарстан, г. Казань, городок. Военный 34-й, д. 381"
7369,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 1"
7370,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 2"
7371,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 3"
7372,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 4"
7373,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 5"
7374,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 6"
7375,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 7"
7376,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 9"
7377,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 10"
7378,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 11"
7379,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 12"
7380,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 13"
7381,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 14"
7382,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 15"
7383,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 17"
7384,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 18"
7385,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 19"
7386,"Респ. Татарстан, г. Казань, ул. Волгоградская, д. 21"
